id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
ARG2006,Con hijos de 0 a 5 años,ARG,,2006,5.738017082214356,3,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,Con hijos de 6 años o más,ARG,,2006,6.581711769104004,4,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,Jefe baja calificación,ARG,,2006,7.568953990936279,5,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,Jefe alta calificación,ARG,,2006,8.090586662292481,7,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,Total,ARG,,2006,7.147532939910889,1,Total,1,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,Sin hijos,ARG,,2006,11.8757963180542,2,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2007,Jefe baja calificación,ARG,,2007,7.81964921951294,5,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2007,Jefe alta calificación,ARG,,2007,9.245333671569824,7,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2007,Sin hijos,ARG,,2007,10.95476818084717,2,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2007,Con hijos de 6 años o más,ARG,,2007,8.137834548950195,4,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2007,Total,ARG,,2007,7.937882423400879,1,Total,1,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2007,Jefe media calificación,ARG,,2007,7.240688323974609,6,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2007,Con hijos de 0 a 5 años,ARG,,2007,6.11899995803833,3,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2008,Con hijos de 0 a 5 años,ARG,,2008,7.679035186767578,3,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2008,Sin hijos,ARG,,2008,16.38332748413086,2,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2008,Jefe baja calificación,ARG,,2008,10.13612365722656,5,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2008,Jefe media calificación,ARG,,2008,9.626471519470215,6,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2008,Total,ARG,,2008,10.45248699188232,1,Total,1,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2008,Con hijos de 6 años o más,ARG,,2008,10.30909061431885,4,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2008,Jefe alta calificación,ARG,,2008,12.17843055725098,7,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,Sin hijos,ARG,,2009,19.3977165222168,2,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,Con hijos de 0 a 5 años,ARG,,2009,9.576189994812012,3,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,Jefe alta calificación,ARG,,2009,14.20132923126221,7,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,Con hijos de 6 años o más,ARG,,2009,11.80506896972656,4,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,Total,ARG,,2009,12.42395210266113,1,Total,1,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,Jefe media calificación,ARG,,2009,10.36334419250488,6,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,Jefe baja calificación,ARG,,2009,13.49693298339844,5,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2010,Con hijos de 6 años o más,ARG,,2010,10.55563545227051,4,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2010,Sin hijos,ARG,,2010,19.42532920837402,2,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2010,Jefe media calificación,ARG,,2010,10.12161827087402,6,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2010,Jefe alta calificación,ARG,,2010,14.93160247802734,7,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2010,Con hijos de 0 a 5 años,ARG,,2010,9.905839920043945,3,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2010,Jefe baja calificación,ARG,,2010,11.99561500549316,5,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2010,Total,ARG,,2010,11.99600791931152,1,Total,1,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2011,Con hijos de 0 a 5 años,ARG,,2011,11.22798824310303,3,Hijos,2,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2011,Total,ARG,,2011,11.82401561737061,1,Total,1,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2011,Jefe media calificación,ARG,,2011,10.52647018432617,6,Calificación,3,Argentina,Argentina,Porcentaje de hogares que reportan a la mujer como jefa de hogar.,Jefatura de hogar femenina autorreportada,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
